name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,description,recipe_dict
Muthiya,"Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour",vegetarian,15,30,bitter,snack,Gujarat,West,"Muthiya is a vegetarian snack from Gujarat in the West region of India. It has a bitter flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour.","{'name': 'Muthiya', 'ingredients': 'Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 30, 'flavor_profile': 'bitter', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Patra,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",vegetarian,10,40,spicy,snack,Gujarat,West,"Patra is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Arbi ke patte, sesame seeds, gur, bengal gram flour, imli.","{'name': 'Patra', 'ingredients': 'Arbi ke patte, sesame seeds, gur, bengal gram flour, imli', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Pav Bhaji,"Pav bhaji masala, gobi, potatoes, green peas, dinner rolls",vegetarian,20,40,spicy,main course,Maharashtra,West,"Pav Bhaji is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Pav bhaji masala, gobi, potatoes, green peas, dinner rolls.","{'name': 'Pav Bhaji', 'ingredients': 'Pav bhaji masala, gobi, potatoes, green peas, dinner rolls', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Puri Bhaji,"Aloo, urad dal, mustard, ginger, curry leaves",vegetarian,10,30,spicy,main course,Maharashtra,West,"Puri Bhaji is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Aloo, urad dal, mustard, ginger, curry leaves.","{'name': 'Puri Bhaji', 'ingredients': 'Aloo, urad dal, mustard, ginger, curry leaves', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Sabudana Khichadi,"Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili",vegetarian,70,30,spicy,snack,Maharashtra,West,"Sabudana Khichadi is a vegetarian snack from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 70 minutes and cooking time is 30 minutes. Main ingredients include Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili.","{'name': 'Sabudana Khichadi', 'ingredients': 'Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili', 'diet': 'vegetarian', 'prep_time': 70, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Maharashtra', 'region': 'West'}"
Sev khamani,"Khaman, pomegranate, sev, powdered sugar, garlic",vegetarian,20,30,spicy,main course,Gujarat,West,"Sev khamani is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Khaman, pomegranate, sev, powdered sugar, garlic.","{'name': 'Sev Khamani', 'ingredients': 'Khaman, pomegranate, sev, powdered sugar, garlic', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Sev tameta,"Sev, ginger, tomato, sugar",vegetarian,20,30,spicy,main course,Gujarat,West,"Sev tameta is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Sev, ginger, tomato, sugar.","{'name': 'Sev Tameta', 'ingredients': 'Sev, ginger, tomato, sugar', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Namakpara,"Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil",vegetarian,10,35,spicy,snack,Gujarat,West,"Namakpara is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 35 minutes. Main ingredients include Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil.","{'name': 'Namakpara', 'ingredients': 'Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 35, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Sukhdi,"Whole wheat flour, gur, clarified butter",vegetarian,10,20,sweet,dessert,Maharashtra,West,"Sukhdi is a vegetarian dessert from Maharashtra in the West region of India. It has a sweet flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Whole wheat flour, gur, clarified butter.","{'name': 'Sukhdi', 'ingredients': 'Whole wheat flour, gur, clarified butter', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Maharashtra', 'region': 'West'}"
Surnoli,"Rice flakes, yogurt, raw rice, jaggery, grated coconut",vegetarian,60,10,spicy,snack,Maharashtra,West,"Surnoli is a vegetarian snack from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 60 minutes and cooking time is 10 minutes. Main ingredients include Rice flakes, yogurt, raw rice, jaggery, grated coconut.","{'name': 'Surnoli', 'ingredients': 'Rice flakes, yogurt, raw rice, jaggery, grated coconut', 'diet': 'vegetarian', 'prep_time': 60, 'cook_time': 10, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Maharashtra', 'region': 'West'}"
Thalipeeth,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds",vegetarian,25,30,spicy,main course,Maharashtra,West,"Thalipeeth is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 25 minutes and cooking time is 30 minutes. Main ingredients include Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds.","{'name': 'Thalipeeth', 'ingredients': 'Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds', 'diet': 'vegetarian', 'prep_time': 25, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Undhiyu,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas",vegetarian,25,60,spicy,main course,Gujarat,West,"Undhiyu is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 25 minutes and cooking time is 60 minutes. Main ingredients include Sweet potato, surti papdi, baby potatoes, valor papdi, green peas.","{'name': 'Undhiyu', 'ingredients': 'Sweet potato, surti papdi, baby potatoes, valor papdi, green peas', 'diet': 'vegetarian', 'prep_time': 25, 'cook_time': 60, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Veg Kolhapuri,"Gobi, potato, beans, khus khus, coconut",vegetarian,20,30,spicy,main course,Maharashtra,West,"Veg Kolhapuri is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Gobi, potato, beans, khus khus, coconut.","{'name': 'Veg Kolhapuri', 'ingredients': 'Gobi, potato, beans, khus khus, coconut', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Vindaloo,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon",non vegetarian,10,40,spicy,main course,Goa,West,"Vindaloo is a non vegetarian main course from Goa in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Chicken, coconut oil, wine vinegar, ginger, green, cinnamon.","{'name': 'Vindaloo', 'ingredients': 'Chicken, coconut oil, wine vinegar, ginger, green, cinnamon', 'diet': 'non-vegetarian', 'prep_time': 10, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Goa', 'region': 'West'}"
Lilva Kachori,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",vegetarian,30,6,spicy,snack,Gujarat,West,"Lilva Kachori is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 30 minutes and cooking time is 6 minutes. Main ingredients include Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour.","{'name': 'Lilva Kachori', 'ingredients': 'Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour', 'diet': 'vegetarian', 'prep_time': 30, 'cook_time': 6, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Mag Dhokli,"Moong beans, jaggery, red chillies, oil, salt",vegetarian,-1,-1,spicy,snack,Gujarat,West,"Mag Dhokli is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Moong beans, jaggery, red chillies, oil, salt.","{'name': 'Mag Dhokli', 'ingredients': 'Moong beans, jaggery, red chillies, oil, salt', 'diet': 'vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Khichu,"Rice flour, sesame seeds, baking soda, peanut oil",vegetarian,5,10,spicy,snack,Gujarat,West,"Khichu is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 5 minutes and cooking time is 10 minutes. Main ingredients include Rice flour, sesame seeds, baking soda, peanut oil.","{'name': 'Khichu', 'ingredients': 'Rice flour, sesame seeds, baking soda, peanut oil', 'diet': 'vegetarian', 'prep_time': 5, 'cook_time': 10, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Thepla,"Chickpea flour, methi leaves, jowar flour, wheat flour",vegetarian,15,30,spicy,snack,Gujarat,West,"Thepla is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Chickpea flour, methi leaves, jowar flour, wheat flour.","{'name': 'Thepla', 'ingredients': 'Chickpea flour, methi leaves, jowar flour, wheat flour', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Farsi Puri,"Semolina, clarified butter, oil, white flour, black pepper",vegetarian,-1,-1,-1,snack,Gujarat,West,"Farsi Puri is a vegetarian snack from Gujarat in the West region of India. It has a -1 flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Semolina, clarified butter, oil, white flour, black pepper.","{'name': 'Farsi Puri', 'ingredients': 'Semolina, clarified butter, oil, white flour, black pepper', 'diet': 'vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': '-1', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Khaman,"Yogurt, fresh coconut, sesame seeds, semolina, gram flour",vegetarian,10,20,spicy,snack,Gujarat,West,"Khaman is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Yogurt, fresh coconut, sesame seeds, semolina, gram flour.","{'name': 'Khaman', 'ingredients': 'Yogurt, fresh coconut, sesame seeds, semolina, gram flour', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Turiya Patra Vatana sabji,"Ridge gourd, baking soda, sugar, grated coconut, peas",vegetarian,35,40,spicy,main course,Gujarat,West,"Turiya Patra Vatana sabji is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 35 minutes and cooking time is 40 minutes. Main ingredients include Ridge gourd, baking soda, sugar, grated coconut, peas.","{'name': 'Turiya Patra Vatana sabji', 'ingredients': 'Ridge gourd, baking soda, sugar, grated coconut, peas', 'diet': 'vegetarian', 'prep_time': 35, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Churma Ladoo,"Whole wheat flour, khus khus, sesame seeds, dry coconut, gur",vegetarian,12,40,sweet,dessert,Rajasthan,West,"Churma Ladoo is a vegetarian dessert from Rajasthan in the West region of India. It has a sweet flavor. Preparation time is 12 minutes and cooking time is 40 minutes. Main ingredients include Whole wheat flour, khus khus, sesame seeds, dry coconut, gur.","{'name': 'Churma Ladoo', 'ingredients': 'Whole wheat flour, khus khus, sesame seeds, dry coconut, gur', 'diet': 'vegetarian', 'prep_time': 12, 'cook_time': 40, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Rajasthan', 'region': 'West'}"
Cheera Doi,"Rice, mango, curd",vegetarian,-1,-1,sweet,dessert,West Bengal,East,"Cheera Doi is a vegetarian dessert from West Bengal in the East region of India. It has a sweet flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Rice, mango, curd.","{'name': 'Cheera Doi', 'ingredients': 'Rice, mango, curd', 'diet': 'vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'West Bengal', 'region': 'East'}"
Gheela Pitha,"Sticky rice, rice flour, jaggery, orange rind",vegetarian,10,30,sweet,dessert,Assam,North East,"Gheela Pitha is a vegetarian dessert from Assam in the North East region of India. It has a sweet flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Sticky rice, rice flour, jaggery, orange rind.","{'name': 'Gheela Pitha', 'ingredients': 'Sticky rice, rice flour, jaggery, orange rind', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 30, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Assam', 'region': 'North East'}"
Khar,"Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds",vegetarian,10,20,-1,main course,Assam,North East,"Khar is a vegetarian main course from Assam in the North East region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds.","{'name': 'Khar', 'ingredients': 'Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Kumol Sawul,"Rice, eggs, carrot, beetroot",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Kumol Sawul is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Rice, eggs, carrot, beetroot.","{'name': 'Kumol Sawul', 'ingredients': 'Rice, eggs, carrot, beetroot', 'diet': 'non-vegetarian', 'prep_time': 'N/A', 'cook_time': 'N/A', 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Luchi,"Maida, vegetable oil",vegetarian,20,30,-1,main course,West Bengal,East,"Luchi is a vegetarian main course from West Bengal in the East region of India. It has a -1 flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Maida, vegetable oil.","{'name': 'Luchi', 'ingredients': 'Maida, vegetable oil', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': '-1', 'course': 'main course', 'state': 'West Bengal', 'region': 'East'}"
Alu Pitika,"Potatoes, mustard oil, fish, green chillies",non vegetarian,5,20,spicy,main course,Assam,North East,"Alu Pitika is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is 5 minutes and cooking time is 20 minutes. Main ingredients include Potatoes, mustard oil, fish, green chillies.","{'name': 'Alu Pitika', 'ingredients': 'Potatoes, mustard oil, fish, green chillies', 'diet': 'non-vegetarian', 'prep_time': 5, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Masor tenga,"Ridge gourd, fish, lemon, tomatoes, mustard oil",non vegetarian,15,25,spicy,main course,Assam,North East,"Masor tenga is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is 15 minutes and cooking time is 25 minutes. Main ingredients include Ridge gourd, fish, lemon, tomatoes, mustard oil.","{'name': 'Masor Tenga', 'ingredients': 'Ridge gourd, fish, lemon, tomatoes, mustard oil', 'diet': 'non-vegetarian', 'prep_time': 15, 'cook_time': 25, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Bengena Pitika,"Brinjal, onions, salt, sesame seeds, coriander",vegetarian,-1,-1,-1,main course,Assam,North East,"Bengena Pitika is a vegetarian main course from Assam in the North East region of India. It has a -1 flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Brinjal, onions, salt, sesame seeds, coriander.","{'name': 'Bengena Pitika', 'ingredients': 'Brinjal, onions, salt, sesame seeds, coriander', 'diet': 'vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Bilahi Maas,"Potatoes, garam masala, tomatoes, mustard oil, bay leaf",non vegetarian,10,20,-1,main course,Assam,North East,"Bilahi Maas is a non vegetarian main course from Assam in the North East region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Potatoes, garam masala, tomatoes, mustard oil, bay leaf.","{'name': 'Bilahi Maas', 'ingredients': 'Potatoes, garam masala, tomatoes, mustard oil, bay leaf', 'diet': 'non-vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Black rice,"Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder",non vegetarian,-1,-1,-1,main course,Manipur,North East,"Black rice is a non vegetarian main course from Manipur in the North East region of India. It has a -1 flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder.","{'name': 'Black Rice', 'ingredients': 'Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder', 'diet': 'non-vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Manipur', 'region': 'North East'}"
Bora Sawul,"Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds",vegetarian,-1,-1,spicy,main course,Assam,North East,"Bora Sawul is a vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds.","{'name': 'Bora Sawul', 'ingredients': 'Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds', 'diet': 'vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Brown Rice,"Brown rice, soy sauce, olive oil",vegetarian,15,25,-1,main course,-1,-1,"Brown Rice is a vegetarian main course from -1 in the -1 region of India. It has a -1 flavor. Preparation time is 15 minutes and cooking time is 25 minutes. Main ingredients include Brown rice, soy sauce, olive oil.","{'name': 'Brown Rice', 'ingredients': 'Brown rice, soy sauce, olive oil', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 25, 'flavor_profile': 'neutral', 'course': 'main course', 'state': '-1', 'region': '-1'}"
Chingri malai curry,"Coconut milk, lobster, fresh green chilli, ginger, red onion",non vegetarian,10,40,spicy,main course,West Bengal,East,"Chingri malai curry is a non vegetarian main course from West Bengal in the East region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Coconut milk, lobster, fresh green chilli, ginger, red onion.","{'name': 'Chingri Malai Curry', 'ingredients': 'Coconut milk, lobster, fresh green chilli, ginger, red onion', 'diet': 'non-vegetarian', 'prep_time': 10, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'West Bengal', 'region': 'East'}"
Goja,"Baking soda, clarified butter, oil, all purpose flour",vegetarian,20,60,sweet,dessert,West Bengal,East,"Goja is a vegetarian dessert from West Bengal in the East region of India. It has a sweet flavor. Preparation time is 20 minutes and cooking time is 60 minutes. Main ingredients include Baking soda, clarified butter, oil, all purpose flour.","{'name': 'Goja', 'ingredients': 'Baking soda, clarified butter, oil, all purpose flour', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 60, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'West Bengal', 'region': 'East'}"
Hando Guri,"Jaggery, raisins",vegetarian,-1,-1,sweet,dessert,Assam,North East,"Hando Guri is a vegetarian dessert from Assam in the North East region of India. It has a sweet flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Jaggery, raisins.","{'name': 'Hando Guri', 'ingredients': 'Jaggery, raisins', 'diet': 'vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Assam', 'region': 'North East'}"
Haq Maas,"Lamb, garam masala powder, curd, turmeric, bay leaf",non vegetarian,20,40,spicy,main course,Assam,North East,"Haq Maas is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Lamb, garam masala powder, curd, turmeric, bay leaf.","{'name': 'Haq Maas', 'ingredients': 'Lamb, garam masala powder, curd, turmeric, bay leaf', 'diet': 'non-vegetarian', 'prep_time': 20, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Chingri Bhape,"Coconut, prawns, curd, mustard seed, green chili",non vegetarian,15,30,-1,main course,West Bengal,East,"Chingri Bhape is a non vegetarian main course from West Bengal in the East region of India. It has a -1 flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Coconut, prawns, curd, mustard seed, green chili.","{'name': 'Chingri Bhape', 'ingredients': 'Coconut, prawns, curd, mustard seed, green chili', 'diet': 'non-vegetarian', 'prep_time': 15, 'cook_time': 30, 'flavor_profile': '-1', 'course': 'main course', 'state': 'West Bengal', 'region': 'East'}"
Kabiraji,"Fish fillet, besan, lemon, mint, ginger",non vegetarian,-1,-1,spicy,main course,West Bengal,East,"Kabiraji is a non vegetarian main course from West Bengal in the East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Fish fillet, besan, lemon, mint, ginger.","{'name': 'Kabiraji', 'ingredients': 'Fish fillet, besan, lemon, mint, ginger', 'diet': 'non-vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'West Bengal', 'region': 'East'}"
Khorisa,"Fermented bamboo shoot, potato, ginger, green, mustard oil",vegetarian,-1,-1,spicy,main course,Assam,North East,"Khorisa is a vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Fermented bamboo shoot, potato, ginger, green, mustard oil.","{'name': 'Khorisa', 'ingredients': 'Fermented bamboo shoot, potato, ginger, green, mustard oil', 'diet': 'vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Koldil Chicken,"Banana flower, chicken, green chili, mustard oil, lemon juice",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Koldil Chicken is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Banana flower, chicken, green chili, mustard oil, lemon juice.","{'name': 'Koldil Chicken', 'ingredients': 'Banana flower, chicken, green chili, mustard oil, lemon juice', 'diet': 'non-vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Konir Dom,"Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Konir Dom is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick.","{'name': 'Konir Dom', 'ingredients': 'Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick', 'diet': 'non-vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Koldil Duck,"Rice flour, mutton, banana, gram flour, olive oil, baking powder",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Koldil Duck is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Rice flour, mutton, banana, gram flour, olive oil, baking powder.","{'name': 'Koldil Duck', 'ingredients': 'Rice flour, mutton, banana, gram flour, olive oil, baking powder', 'diet': 'non-vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Masor Koni,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Masor Koni is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Fish roe, pumpkin flowers, mustard oil, turmeric, tomato.","{'name': 'Masor Koni', 'ingredients': 'Fish roe, pumpkin flowers, mustard oil, turmeric, tomato', 'diet': 'non-vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
Mishti Chholar Dal,"Chana dal, fresh coconut, ginger, cinnamon, raisins",vegetarian,10,30,sweet,main course,West Bengal,East,"Mishti Chholar Dal is a vegetarian main course from West Bengal in the East region of India. It has a sweet flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Chana dal, fresh coconut, ginger, cinnamon, raisins.","{'name': 'Mishti Chholar Dal', 'ingredients': 'Chana dal, fresh coconut, ginger, cinnamon, raisins', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 30, 'flavor_profile': 'sweet', 'course': 'main course', 'state': 'West Bengal', 'region': 'East'}"
Pakhala,"Curd, cooked rice, curry leaves, dry chilli",vegetarian,-1,-1,-1,main course,Odisha,East,"Pakhala is a vegetarian main course from Odisha in the East region of India. It has a -1 flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Curd, cooked rice, curry leaves, dry chilli.","{'name': 'Pakhala', 'ingredients': 'Curd, cooked rice, curry leaves, dry chilli', 'diet': 'vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': -1, 'course': 'main course', 'state': 'Odisha', 'region': 'East'}"
Pani Pitha,"Tea leaves, white sesame seeds, dry coconut, soaked rice",vegetarian,10,20,-1,main course,Assam,North East,"Pani Pitha is a vegetarian main course from Assam in the North East region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Tea leaves, white sesame seeds, dry coconut, soaked rice.","{'name': 'Pani Pitha', 'ingredients': 'Tea leaves, white sesame seeds, dry coconut, soaked rice', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Assam', 'region': 'North East'}"
